query_id,response_id,query_text,response_text,response_number,response_type,response_label,total_responses,entity_html,entity_count,entities_json,entity_counts_json
Q0357,Q0357_R4,"All started on March 5 when BT connected us to the fibre network.  (A two months exercise, but that is a different story)

The internet was perfect and quick but over the next few days we were to find that we could not receive any phone calls.  Nice and quiet and no scams.  The rest of March and April  passed with no solution. O2 mobile was a lifeline.

New knee fitted early May.  Ultimatum to BT on the 22 may.

23 May EE phone, we will sort it out. 28 May all the new EE bits arrive with instructions.  Internet works, working on phone should be working by Saturday 7.

Thursday 5 June the phone rings.

Who  do I have to thank but the EE contact Mahir. He always told us what was going to happen and rand the mobile to check it had.  A level of service that deserves to be recognised.

Oh and we switched to EE mobile from O2 , also works perfectly.","To resolve your connectivity issues, EE has been actively working on the problem. We apologize for the inconvenience. Your EE contact, Mahir, has been instrumental in resolving the issue. We appreciate your patience and trust in our services. Your EE mobile from O2 is also working perfectly. If you have any further concerns, please don't hesitate to contact us.",4,rag_hybrid_qwen-coder-ins,Rag Hybrid,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To resolve your connectivity issues, EE has been actively working on the problem. We apologize for the inconvenience. Your EE contact, 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Mahir
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
, has been instrumental in resolving the issue. We appreciate your patience and trust in our services. Your EE mobile from 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    O2
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 is also working perfectly. If you have any further concerns, please don't hesitate to contact us.</div>",2,"[{""text"": ""Mahir"", ""label"": ""ORG"", ""start"": 135, ""end"": 140}, {""text"": ""O2"", ""label"": ""ORG"", ""start"": 263, ""end"": 265}]","{""ORG"": 2}"
Q0358,Q0358_R1,"I spoke to someone on the 10th of May 2025 and was informed we didn't have Full Fibre so it would have to be installed.  I was given the 19th of May as a start date and told I would receive £6.24 per day  compensation, as EE are part of the Ofcom Automatic Compensation Scheme and it would come off as credit to my account.    I rang again on the 29th of May (I think) to be updated and I mentioned the compensation.  He was very hesitant and didn't answer.   This was a different person I spoke to .  I don't know how to proceed and although the first chap, a ''Digital Champion at Plymouth'  gave me his email address and I have tried to contact him, he hasn't replied.   As and when I do speak to someone else, I am expecting a list of excuses as to why I am entitled to nothing.","I'm sorry to hear that you're facing delays with your Full Fibre installation. It's important to ensure you receive the compensation you're entitled to under the Ofcom Automatic Compensation Scheme. If you haven't already, please contact the Digital Champion at Plymouth directly using the email address provided. If you continue to experience issues, I recommend reaching out to our Customer Support team for further assistance. They can help you navigate the process and ensure you receive the compensation you deserve. Thank you for your patience.",1,baseline_nlq_qwen-coder-ins,Baseline Nlq,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">I'm sorry to hear that you're facing delays with your Full Fibre installation. It's important to ensure you receive the compensation you're entitled to under 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    the Ofcom Automatic Compensation Scheme
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
. If you haven't already, please contact 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    the Digital Champion
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 at 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Plymouth
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 directly using the email address provided. If you continue to experience issues, I recommend reaching out to our 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Customer Support
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 team for further assistance. They can help you navigate the process and ensure you receive the compensation you deserve. Thank you for your patience.</div>",4,"[{""text"": ""the Ofcom Automatic Compensation Scheme"", ""label"": ""ORG"", ""start"": 158, ""end"": 197}, {""text"": ""the Digital Champion"", ""label"": ""ORG"", ""start"": 238, ""end"": 258}, {""text"": ""Plymouth"", ""label"": ""GPE"", ""start"": 262, ""end"": 270}, {""text"": ""Customer Support"", ""label"": ""ORG"", ""start"": 384, ""end"": 400}]","{""ORG"": 3, ""GPE"": 1}"
Q0358,Q0358_R2,"I spoke to someone on the 10th of May 2025 and was informed we didn't have Full Fibre so it would have to be installed.  I was given the 19th of May as a start date and told I would receive £6.24 per day  compensation, as EE are part of the Ofcom Automatic Compensation Scheme and it would come off as credit to my account.    I rang again on the 29th of May (I think) to be updated and I mentioned the compensation.  He was very hesitant and didn't answer.   This was a different person I spoke to .  I don't know how to proceed and although the first chap, a ''Digital Champion at Plymouth'  gave me his email address and I have tried to contact him, he hasn't replied.   As and when I do speak to someone else, I am expecting a list of excuses as to why I am entitled to nothing.","To resolve your compensation issue, kindly contact our Customer Support at EE on [Customer Support Number]. They will assist you with the necessary steps to claim your compensation. We will credit your account within 30 days automatically. If you require further assistance, please provide your contact details, and we will reach out to the Digital Champion at Plymouth for you.",2,rag_tfidf_qwen-coder-ins,Rag Tfidf,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To resolve your compensation issue, kindly contact our 
<mark class=""entity"" style=""background: #aa9cfc; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Customer Support
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">PERSON</span>
</mark>
 at EE on [
<mark class=""entity"" style=""background: #f0d0ff; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Customer Support Number
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">WORK_OF_ART</span>
</mark>
]. They will assist you with the necessary steps to claim your compensation. We will credit your account within 
<mark class=""entity"" style=""background: #bfe1d9; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    30 days
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">DATE</span>
</mark>
 automatically. If you require further assistance, please provide your contact details, and we will reach out to 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    the Digital Champion
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 at 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Plymouth
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 for you.</div>",5,"[{""text"": ""Customer Support"", ""label"": ""PERSON"", ""start"": 55, ""end"": 71}, {""text"": ""Customer Support Number"", ""label"": ""WORK_OF_ART"", ""start"": 82, ""end"": 105}, {""text"": ""30 days"", ""label"": ""DATE"", ""start"": 217, ""end"": 224}, {""text"": ""the Digital Champion"", ""label"": ""ORG"", ""start"": 337, ""end"": 357}, {""text"": ""Plymouth"", ""label"": ""GPE"", ""start"": 361, ""end"": 369}]","{""PERSON"": 1, ""WORK_OF_ART"": 1, ""DATE"": 1, ""ORG"": 1, ""GPE"": 1}"
Q0358,Q0358_R3,"I spoke to someone on the 10th of May 2025 and was informed we didn't have Full Fibre so it would have to be installed.  I was given the 19th of May as a start date and told I would receive £6.24 per day  compensation, as EE are part of the Ofcom Automatic Compensation Scheme and it would come off as credit to my account.    I rang again on the 29th of May (I think) to be updated and I mentioned the compensation.  He was very hesitant and didn't answer.   This was a different person I spoke to .  I don't know how to proceed and although the first chap, a ''Digital Champion at Plymouth'  gave me his email address and I have tried to contact him, he hasn't replied.   As and when I do speak to someone else, I am expecting a list of excuses as to why I am entitled to nothing.","I'm sorry to hear that you're experiencing delays and issues with your compensation. Let's get this resolved quickly. Your compensation of £6.24 per day should have been applied to your account by now. If you haven't received it, please contact our compensation team directly at [Compensation Team Contact Information]. They can help you verify the amount and ensure you receive it promptly. If you need further assistance, don't hesitate to reach out. We're here to help.",3,rag_embedding_qwen-coder-ins,Rag Embedding,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">I'm sorry to hear that you're experiencing delays and issues with your compensation. Let's get this resolved quickly. Your compensation of £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    6.24
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
 per day should have been applied to your account by now. If you haven't received it, please contact our compensation team directly at [
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Compensation Team Contact Information
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
]. They can help you verify the amount and ensure you receive it promptly. If you need further assistance, don't hesitate to reach out. We're here to help.</div>",2,"[{""text"": ""6.24"", ""label"": ""MONEY"", ""start"": 140, ""end"": 144}, {""text"": ""Compensation Team Contact Information"", ""label"": ""ORG"", ""start"": 280, ""end"": 317}]","{""MONEY"": 1, ""ORG"": 1}"
Q0358,Q0358_R4,"I spoke to someone on the 10th of May 2025 and was informed we didn't have Full Fibre so it would have to be installed.  I was given the 19th of May as a start date and told I would receive £6.24 per day  compensation, as EE are part of the Ofcom Automatic Compensation Scheme and it would come off as credit to my account.    I rang again on the 29th of May (I think) to be updated and I mentioned the compensation.  He was very hesitant and didn't answer.   This was a different person I spoke to .  I don't know how to proceed and although the first chap, a ''Digital Champion at Plymouth'  gave me his email address and I have tried to contact him, he hasn't replied.   As and when I do speak to someone else, I am expecting a list of excuses as to why I am entitled to nothing.","'t it clear that you're entitled to compensation for the delay in Full Fibre installation? We'll look into your case and get back to you with a resolution as soon as possible. In the meantime, please allow us to handle this matter, and we'll ensure you receive the appropriate compensation as per the Ofcom Automatic Compensation Scheme. If you have any further questions or concerns, feel free to reach out to our Customer Support team.",4,rag_hybrid_qwen-coder-ins,Rag Hybrid,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">'t it clear that you're entitled to compensation for the delay in 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Full Fibre
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 installation? We'll look into your case and get back to you with a resolution as soon as possible. In the meantime, please allow us to handle this matter, and we'll ensure you receive the appropriate compensation as per 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    the Ofcom Automatic Compensation Scheme
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
. If you have any further questions or concerns, feel free to reach out to our 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Customer Support
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 team.</div>",3,"[{""text"": ""Full Fibre"", ""label"": ""ORG"", ""start"": 66, ""end"": 76}, {""text"": ""the Ofcom Automatic Compensation Scheme"", ""label"": ""ORG"", ""start"": 297, ""end"": 336}, {""text"": ""Customer Support"", ""label"": ""ORG"", ""start"": 415, ""end"": 431}]","{""ORG"": 3}"
Q0359,Q0359_R1,"Hi, I am currently a BT customer , and I now want to upgrade to EE for my broadband , TV ect. However the deal on the EE website, is better than the one that BT is offering , for instance I don’t want the equivalent to BT halo. Can I then just put an order in through EE’s website? For the deal I want? Also I have a year on my contract with BT. As the same company, I would like to confirm that I won’t have any penalty charges for doing this . Thanks

109. 00 for the BT to EE upgrade, 79.00 if I do the upgrade I want through EE’s site

Richard","To upgrade to EE from BT, you can place your order through the EE website for the better deal you want. There will be no penalty charges for switching to EE, even with your BT contract remaining. The upgrade fee is £109.00.",1,baseline_nlq_qwen-coder-ins,Baseline Nlq,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To upgrade to EE from 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
, you can place your order through the 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    EE
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 website for the better deal you want. There will be no penalty charges for switching to EE, even with your 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 contract remaining. The upgrade fee is £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    109.00
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
.</div>",4,"[{""text"": ""BT"", ""label"": ""GPE"", ""start"": 22, ""end"": 24}, {""text"": ""EE"", ""label"": ""ORG"", ""start"": 63, ""end"": 65}, {""text"": ""BT"", ""label"": ""GPE"", ""start"": 173, ""end"": 175}, {""text"": ""109.00"", ""label"": ""MONEY"", ""start"": 216, ""end"": 222}]","{""GPE"": 2, ""ORG"": 1, ""MONEY"": 1}"
Q0359,Q0359_R2,"Hi, I am currently a BT customer , and I now want to upgrade to EE for my broadband , TV ect. However the deal on the EE website, is better than the one that BT is offering , for instance I don’t want the equivalent to BT halo. Can I then just put an order in through EE’s website? For the deal I want? Also I have a year on my contract with BT. As the same company, I would like to confirm that I won’t have any penalty charges for doing this . Thanks

109. 00 for the BT to EE upgrade, 79.00 if I do the upgrade I want through EE’s site

Richard","To upgrade to EE from BT, you can place an order on the EE website for the deal you prefer. There will be no penalty charges for switching within your BT contract. The upgrade fee is £79.00. Thank you for choosing EE.",2,rag_tfidf_qwen-coder-ins,Rag Tfidf,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To upgrade to EE from 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
, you can place an order on the 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    EE
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 website for the deal you prefer. There will be no penalty charges for switching within your 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 contract. The upgrade fee is £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    79.00
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
. Thank you for choosing EE.</div>",4,"[{""text"": ""BT"", ""label"": ""GPE"", ""start"": 22, ""end"": 24}, {""text"": ""EE"", ""label"": ""ORG"", ""start"": 56, ""end"": 58}, {""text"": ""BT"", ""label"": ""GPE"", ""start"": 151, ""end"": 153}, {""text"": ""79.00"", ""label"": ""MONEY"", ""start"": 184, ""end"": 189}]","{""GPE"": 2, ""ORG"": 1, ""MONEY"": 1}"
Q0359,Q0359_R3,"Hi, I am currently a BT customer , and I now want to upgrade to EE for my broadband , TV ect. However the deal on the EE website, is better than the one that BT is offering , for instance I don’t want the equivalent to BT halo. Can I then just put an order in through EE’s website? For the deal I want? Also I have a year on my contract with BT. As the same company, I would like to confirm that I won’t have any penalty charges for doing this . Thanks

109. 00 for the BT to EE upgrade, 79.00 if I do the upgrade I want through EE’s site

Richard","Richard, you can definitely upgrade to EE for your broadband, TV, and other services. To get the best deal, you should place your order through EE’s website. There won’t be any penalty charges for switching from BT to EE. The upgrade will cost £79.00. Thank you for choosing EE!",3,rag_embedding_qwen-coder-ins,Rag Embedding,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">
<mark class=""entity"" style=""background: #aa9cfc; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Richard
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">PERSON</span>
</mark>
, you can definitely upgrade to EE for your broadband, TV, and other services. To get the best deal, you should place your order through 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    EE
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
’s website. There won’t be any penalty charges for switching from 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 to EE. The upgrade will cost £
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    79.00
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">MONEY</span>
</mark>
. Thank you for choosing EE!</div>",4,"[{""text"": ""Richard"", ""label"": ""PERSON"", ""start"": 0, ""end"": 7}, {""text"": ""EE"", ""label"": ""ORG"", ""start"": 144, ""end"": 146}, {""text"": ""BT"", ""label"": ""GPE"", ""start"": 212, ""end"": 214}, {""text"": ""79.00"", ""label"": ""MONEY"", ""start"": 245, ""end"": 250}]","{""PERSON"": 1, ""ORG"": 1, ""GPE"": 1, ""MONEY"": 1}"
Q0359,Q0359_R4,"Hi, I am currently a BT customer , and I now want to upgrade to EE for my broadband , TV ect. However the deal on the EE website, is better than the one that BT is offering , for instance I don’t want the equivalent to BT halo. Can I then just put an order in through EE’s website? For the deal I want? Also I have a year on my contract with BT. As the same company, I would like to confirm that I won’t have any penalty charges for doing this . Thanks

109. 00 for the BT to EE upgrade, 79.00 if I do the upgrade I want through EE’s site

Richard","To upgrade your BT broadband to EE, you can place an order directly through EE's website for the better deal. There will be no penalty charges for switching to EE, even with your BT contract remaining. The upgrade costs 79.00 through EE's site. Thank you for choosing EE.",4,rag_hybrid_qwen-coder-ins,Rag Hybrid,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To upgrade your 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 broadband to EE, you can place an order directly through 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    EE
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
's website for the better deal. There will be no penalty charges for switching to EE, even with your 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    BT
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
 contract remaining. The upgrade costs 
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    79.00
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
 through 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    EE
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
's site. Thank you for choosing EE.</div>",5,"[{""text"": ""BT"", ""label"": ""GPE"", ""start"": 16, ""end"": 18}, {""text"": ""EE"", ""label"": ""ORG"", ""start"": 76, ""end"": 78}, {""text"": ""BT"", ""label"": ""GPE"", ""start"": 179, ""end"": 181}, {""text"": ""79.00"", ""label"": ""CARDINAL"", ""start"": 220, ""end"": 225}, {""text"": ""EE"", ""label"": ""ORG"", ""start"": 234, ""end"": 236}]","{""GPE"": 2, ""ORG"": 2, ""CARDINAL"": 1}"
Q0360,Q0360_R1,Does anyone actually have a number to contact customer service manage after escalated complaint no response and continued frustration I need to speak to a customer service manager or at least have an email address for complaints department. The service of this company has drastically reduced over the last few years.,"I'm sorry to hear about your experience. Can you please provide your account number so I can escalate your complaint to a manager? Alternatively, you can email our complaints department at complaints@ee.co.uk for further assistance. We aim to resolve this issue promptly.",1,baseline_nlq_qwen-coder-ins,Baseline Nlq,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">I'm sorry to hear about your experience. Can you please provide your account number so I can escalate your complaint to a manager? Alternatively, you can email our complaints department at complaints@ee.co.uk for further assistance. We aim to resolve this issue promptly.</div>",0,[],{}
Q0360,Q0360_R2,Does anyone actually have a number to contact customer service manage after escalated complaint no response and continued frustration I need to speak to a customer service manager or at least have an email address for complaints department. The service of this company has drastically reduced over the last few years.,"I'm sorry to hear about your experience. Our Customer Service Manager can help resolve this issue. Please call 0808 100 1000 to reach them. If you prefer, you can also email complaints@ee.com for further assistance. We value your feedback and are committed to improving our service.",2,rag_tfidf_qwen-coder-ins,Rag Tfidf,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">I'm sorry to hear about your experience. Our Customer Service Manager can help resolve this issue. Please call 0808 100 1000 to reach them. If you prefer, you can also email complaints@ee.com for further assistance. We value your feedback and are committed to improving our service.</div>",0,[],{}
Q0360,Q0360_R3,Does anyone actually have a number to contact customer service manage after escalated complaint no response and continued frustration I need to speak to a customer service manager or at least have an email address for complaints department. The service of this company has drastically reduced over the last few years.,"To escalate your complaint, please contact our Customer Services team on 150 (158 for Large Business Customers) from your mobile. We'll ensure your issue is addressed promptly. For further assistance, consider sending an email to our complaints department at complaints@ee.co.uk. We value your feedback and strive to improve our service.",3,rag_embedding_qwen-coder-ins,Rag Embedding,4,"<div class=""entities"" style=""line-height: 2.5; direction: ltr"">To escalate your complaint, please contact our 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Customer Services
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
 team on 
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    150
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
 (
<mark class=""entity"" style=""background: #e4e7d2; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    158
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">CARDINAL</span>
</mark>
 for 
<mark class=""entity"" style=""background: #7aecec; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    Large Business Customers
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">ORG</span>
</mark>
) from your mobile. We'll ensure your issue is addressed promptly. For further assistance, consider sending an email to our complaints department at 
<mark class=""entity"" style=""background: #feca74; padding: 0.45em 0.6em; margin: 0 0.25em; line-height: 1; border-radius: 0.35em;"">
    complaints@ee.co.uk
    <span style=""font-size: 0.8em; font-weight: bold; line-height: 1; border-radius: 0.35em; vertical-align: middle; margin-left: 0.5rem"">GPE</span>
</mark>
. We value your feedback and strive to improve our service.</div>",5,"[{""text"": ""Customer Services"", ""label"": ""ORG"", ""start"": 47, ""end"": 64}, {""text"": ""150"", ""label"": ""CARDINAL"", ""start"": 73, ""end"": 76}, {""text"": ""158"", ""label"": ""CARDINAL"", ""start"": 78, ""end"": 81}, {""text"": ""Large Business Customers"", ""label"": ""ORG"", ""start"": 86, ""end"": 110}, {""text"": ""complaints@ee.co.uk"", ""label"": ""GPE"", ""start"": 259, ""end"": 278}]","{""ORG"": 2, ""CARDINAL"": 2, ""GPE"": 1}"
